image_id,threshold_pct,llava-1.5-7b-hf__InternVL2-1B,llava-1.5-7b-hf__dinov2_vits14,InternVL2-1B__dinov2_vits14,triple_iou
02-HateSpeech/102,15.0,0.1304405927658081,0.10538855940103531,0.09754358977079391,0.015688933432102203
02-HateSpeech/102,20.0,0.15694814920425415,0.1321766972541809,0.12762503325939178,0.022235793992877007
02-HateSpeech/102,30.0,0.20571744441986084,0.21190868318080902,0.2312726080417633,0.07116615027189255
02-HateSpeech/106,5.0,0.03180987387895584,0.0407523512840271,0.08278177678585052,0.0
02-HateSpeech/106,10.0,0.07060553133487701,0.07755452394485474,0.11002949625253677,0.00672286469489336
02-HateSpeech/106,15.0,0.09093251824378967,0.10391134023666382,0.1260431557893753,0.00870406161993742
02-HateSpeech/106,20.0,0.11448949575424194,0.13839870691299438,0.15340211987495422,0.021354878321290016
02-HateSpeech/106,30.0,0.20321159064769745,0.22521479427814484,0.20312610268592834,0.06104610115289688
02-HateSpeech/112,5.0,0.0,0.17828810214996338,0.0,0.0
02-HateSpeech/112,10.0,0.00048743741353973746,0.2898766100406647,0.0,0.0
02-HateSpeech/112,15.0,0.009658955037593842,0.3237961232662201,0.0017747278325259686,0.0
02-HateSpeech/112,20.0,0.03166407719254494,0.38721469044685364,0.014285072684288025,0.007697768975049257
02-HateSpeech/112,30.0,0.09095008671283722,0.4833891689777374,0.062075670808553696,0.03822348266839981
02-HateSpeech/113,5.0,0.030773445963859558,0.045185185968875885,0.015930159017443657,0.0
02-HateSpeech/113,10.0,0.04658601060509682,0.1292387694120407,0.024828650057315826,0.0
02-HateSpeech/113,15.0,0.06943698972463608,0.15681251883506775,0.04122728854417801,0.002757718088105321
02-HateSpeech/113,20.0,0.08251030743122101,0.1991608738899231,0.0737587958574295,0.008128128945827484
02-HateSpeech/113,30.0,0.16840597987174988,0.2884425222873688,0.17768968641757965,0.057721756398677826
02-HateSpeech/114,5.0,0.01246748585253954,0.07504761964082718,0.001241795253008604,0.0
02-HateSpeech/114,10.0,0.035640567541122437,0.1785155087709427,0.007946428842842579,0.0
02-HateSpeech/114,15.0,0.065902940928936,0.2161298394203186,0.03809961676597595,0.012532164342701435
02-HateSpeech/114,20.0,0.10286719352006912,0.23798558115959167,0.08276986330747604,0.03289424255490303
02-HateSpeech/114,30.0,0.19209447503089905,0.27464669942855835,0.16563129425048828,0.07482775300741196
02-HateSpeech/119,5.0,0.08164047449827194,0.0,0.0,0.0
02-HateSpeech/119,10.0,0.10627664625644684,0.04585881158709526,0.004672273527830839,0.0004899079212918878
02-HateSpeech/119,15.0,0.14546622335910797,0.09015997499227524,0.012284425087273121,0.002097741002216935
02-HateSpeech/119,20.0,0.1715049147605896,0.13562177121639252,0.029336007311940193,0.007075901608914137
02-HateSpeech/119,30.0,0.2178572118282318,0.20967943966388702,0.09174134582281113,0.026981040835380554
02-HateSpeech/12,5.0,0.009298998862504959,0.1035291850566864,0.03133850917220116,0.00019443903875071555
02-HateSpeech/12,10.0,0.06304439902305603,0.14661520719528198,0.06660997867584229,0.011311899870634079
02-HateSpeech/12,15.0,0.08652272820472717,0.17994634807109833,0.09630013257265091,0.013502172194421291
02-HateSpeech/12,20.0,0.10042157024145126,0.21467573940753937,0.11768928170204163,0.016431471332907677
02-HateSpeech/12,30.0,0.13206538558006287,0.2855570316314697,0.17153827846050262,0.03763335570693016
02-HateSpeech/121,5.0,0.02024584263563156,0.02255639061331749,0.0,0.0
02-HateSpeech/121,10.0,0.04911481961607933,0.08485489338636398,0.004761693067848682,0.0
02-HateSpeech/121,15.0,0.09989607334136963,0.11028061807155609,0.024595370516180992,0.00656979251652956
02-HateSpeech/121,20.0,0.145502507686615,0.13791105151176453,0.048041217029094696,0.014352681115269661
02-HateSpeech/121,30.0,0.23013220727443695,0.21634823083877563,0.13174383342266083,0.048761993646621704
02-HateSpeech/123,5.0,0.0,0.12755969166755676,0.025156661868095398,0.0
02-HateSpeech/123,10.0,0.01647757925093174,0.23007355630397797,0.020013554021716118,0.0
02-HateSpeech/123,15.0,0.061892520636320114,0.2538595497608185,0.028203649446368217,0.012059793807566166
02-HateSpeech/123,20.0,0.10673234611749649,0.266633003950119,0.03890307620167732,0.022533154115080833
