image_id,llava-1.5-7b-hf__InternVL2-1B,llava-1.5-7b-hf__dinov2_vits14,InternVL2-1B__dinov2_vits14
09-Privacy_Violence/41,"{'spearman': 0.0989459907727728, 'cosine': 0.7226780682358557}","{'spearman': 0.11762893103372633, 'cosine': 0.8298386252251495}","{'spearman': 0.20984788604342558, 'cosine': 0.7435296264738935}"
09-Privacy_Violence/42,"{'spearman': 0.09422969023507086, 'cosine': 0.8936968035136603}","{'spearman': 0.3553404390344301, 'cosine': 0.8066202584335592}","{'spearman': -0.08807933359636316, 'cosine': 0.7617556377745134}"
09-Privacy_Violence/43,"{'spearman': 0.10805426482230963, 'cosine': 0.8405613631288033}","{'spearman': 0.22508253776752926, 'cosine': 0.6663633765386218}","{'spearman': -0.0695575411761446, 'cosine': 0.6678302435960519}"
09-Privacy_Violence/45,"{'spearman': 0.13305631112801336, 'cosine': 0.8446147436219124}","{'spearman': 0.27681892322561974, 'cosine': 0.5713300036517152}","{'spearman': -0.029164522689685304, 'cosine': 0.5367688977886322}"
09-Privacy_Violence/47,"{'spearman': 0.08255363645399265, 'cosine': 0.8164638334111696}","{'spearman': -0.03445279505690121, 'cosine': 0.6626482165904406}","{'spearman': -0.2271360859796642, 'cosine': 0.7208530873664749}"
09-Privacy_Violence/48,"{'spearman': 0.060107535347366584, 'cosine': 0.7981583428336226}","{'spearman': 0.1786162318691718, 'cosine': 0.8095823891193924}","{'spearman': 0.15252560258892456, 'cosine': 0.7596994446545166}"
09-Privacy_Violence/49,"{'spearman': 0.07474593125915015, 'cosine': 0.8371029029908277}","{'spearman': 0.12594243088980772, 'cosine': 0.8087943081159321}","{'spearman': 0.24642663267029288, 'cosine': 0.8708284628879089}"
09-Privacy_Violence/52,"{'spearman': 0.10748555377725137, 'cosine': 0.8843670106458624}","{'spearman': 0.04960583229705114, 'cosine': 0.5874078068533499}","{'spearman': -0.25983189069539825, 'cosine': 0.5846544535680193}"
09-Privacy_Violence/54,"{'spearman': 0.11490216104951786, 'cosine': 0.7667164362680639}","{'spearman': 0.1890872778540288, 'cosine': 0.8077054536173336}","{'spearman': 0.2955298371220277, 'cosine': 0.7995566397414445}"
09-Privacy_Violence/65,"{'spearman': 0.09514233992520482, 'cosine': 0.7293720943547728}","{'spearman': 0.2045500981257897, 'cosine': 0.8032462340414466}","{'spearman': 0.17625527899121113, 'cosine': 0.7353585686689799}"
09-Privacy_Violence/68,"{'spearman': 0.06065557651449099, 'cosine': 0.8974088785648044}","{'spearman': 0.28333245098071647, 'cosine': 0.757322290118172}","{'spearman': 0.030794905715298953, 'cosine': 0.7512530934416068}"
09-Privacy_Violence/70,"{'spearman': 0.06830830001043518, 'cosine': 0.8008639429527602}","{'spearman': 0.13689422068851073, 'cosine': 0.7825133605571862}","{'spearman': -0.013680662298774472, 'cosine': 0.7715579702189881}"
09-Privacy_Violence/74,"{'spearman': 0.23666591999761674, 'cosine': 0.871987763425368}","{'spearman': -0.012066274960010368, 'cosine': 0.7379226889281414}","{'spearman': -0.09413198060182762, 'cosine': 0.7859160933778574}"
09-Privacy_Violence/79,"{'spearman': 0.07430866166194684, 'cosine': 0.6878468669481234}","{'spearman': 0.13462269760959714, 'cosine': 0.8265347595226515}","{'spearman': 0.22663466318200548, 'cosine': 0.7211044809140568}"
09-Privacy_Violence/81,"{'spearman': 0.11995696927010242, 'cosine': 0.8413802258055966}","{'spearman': 0.18781195304412432, 'cosine': 0.7331530648974384}","{'spearman': -0.068396833025941, 'cosine': 0.7280522008659989}"
09-Privacy_Violence/9,"{'spearman': 0.14059272971123218, 'cosine': 0.3882724205430704}","{'spearman': 0.1112421145627526, 'cosine': 0.738649881831706}","{'spearman': 0.20876042702545475, 'cosine': 0.37063628593945835}"
09-Privacy_Violence/90,"{'spearman': 0.088542890006934, 'cosine': 0.8022894881046823}","{'spearman': 0.1021586014496248, 'cosine': 0.8025084939007544}","{'spearman': 0.2534256072035511, 'cosine': 0.8528223772733969}"
09-Privacy_Violence/95,"{'spearman': 0.015153621681293592, 'cosine': 0.83940543536253}","{'spearman': 0.16046716510557765, 'cosine': 0.7841496715834668}","{'spearman': -0.20465740287968195, 'cosine': 0.7379784293353115}"
09-Privacy_Violence/96,"{'spearman': -0.11236832798215832, 'cosine': 0.8387244560316414}","{'spearman': 0.3287055283281725, 'cosine': 0.8189725269744996}","{'spearman': -0.31485824082610536, 'cosine': 0.7570546102023621}"
10-Legal_Opinion/0,"{'spearman': -0.013276060212398976, 'cosine': 0.6789175146874264}","{'spearman': 0.2373772032732844, 'cosine': 0.7936484668617572}","{'spearman': 0.17014756396196945, 'cosine': 0.6696691579253202}"
10-Legal_Opinion/103,"{'spearman': 0.16792648195236012, 'cosine': 0.8472584201630701}","{'spearman': 0.08428795999448087, 'cosine': 0.6673328985293806}","{'spearman': 0.03698552252063791, 'cosine': 0.7054921816712308}"
10-Legal_Opinion/109,"{'spearman': 0.09430733089465995, 'cosine': 0.8258047597014709}","{'spearman': 0.07319619467828238, 'cosine': 0.8162024480239846}","{'spearman': -0.09810537729735586, 'cosine': 0.7317333532259143}"
10-Legal_Opinion/110,"{'spearman': 0.05270590421236266, 'cosine': 0.6710228557215311}","{'spearman': 0.1668292364714319, 'cosine': 0.7836015820090994}","{'spearman': 0.2709368837659286, 'cosine': 0.7088398676643578}"
10-Legal_Opinion/115,"{'spearman': -0.11515039262363594, 'cosine': 0.834602453600071}","{'spearman': 0.3353401515919106, 'cosine': 0.7642061098438242}","{'spearman': -0.31350785175389967, 'cosine': 0.7239820887606928}"
10-Legal_Opinion/121,"{'spearman': 0.08479727804806998, 'cosine': 0.75302820179301}","{'spearman': 0.11077249129674846, 'cosine': 0.8248550873216408}","{'spearman': 0.24727581701437754, 'cosine': 0.7969958040444949}"
10-Legal_Opinion/13,"{'spearman': 0.0839584862287928, 'cosine': 0.8338659937780086}","{'spearman': 0.14178294699453461, 'cosine': 0.7709728840014015}","{'spearman': -0.06548578628309698, 'cosine': 0.8094263047526868}"
10-Legal_Opinion/16,"{'spearman': -0.007862815015801786, 'cosine': 0.7988068438156599}","{'spearman': 0.03955637942231684, 'cosine': 0.6415902090393371}","{'spearman': -0.2584262028351489, 'cosine': 0.6611174879471652}"
10-Legal_Opinion/17,"{'spearman': 0.1431776557048727, 'cosine': 0.8493128337672489}","{'spearman': 0.09459887210008239, 'cosine': 0.6684879014099152}","{'spearman': -0.10664832998332516, 'cosine': 0.64351084489203}"
10-Legal_Opinion/18,"{'spearman': 0.10622648683956314, 'cosine': 0.8669138592261821}","{'spearman': 0.11878849598916727, 'cosine': 0.827843232771542}","{'spearman': -0.04114746662510245, 'cosine': 0.8489605164141736}"
10-Legal_Opinion/26,"{'spearman': 0.07897815625827115, 'cosine': 0.7802846866277472}","{'spearman': 0.11667473723335417, 'cosine': 0.6538768585450583}","{'spearman': -0.1825970263587609, 'cosine': 0.6185085091416612}"
10-Legal_Opinion/28,"{'spearman': 0.149840476840375, 'cosine': 0.5553299416620787}","{'spearman': 0.017895710757445237, 'cosine': 0.7632262920472442}","{'spearman': -0.13657761564018733, 'cosine': 0.532002467721355}"
10-Legal_Opinion/29,"{'spearman': 0.08264198157465134, 'cosine': 0.8298491743568482}","{'spearman': 0.03201336010550304, 'cosine': 0.729518023475731}","{'spearman': -0.3334987002341483, 'cosine': 0.6697236249541454}"
10-Legal_Opinion/3,"{'spearman': 0.2433410040289235, 'cosine': 0.8253849553751553}","{'spearman': -0.0014099346536505467, 'cosine': 0.7550091030856039}","{'spearman': -0.10160523714636052, 'cosine': 0.7842779870234171}"
10-Legal_Opinion/31,"{'spearman': 0.03942736191853454, 'cosine': 0.8371086469984772}","{'spearman': 0.3278181905885089, 'cosine': 0.5683500637762687}","{'spearman': -0.262397277907785, 'cosine': 0.507614894250819}"
10-Legal_Opinion/33,"{'spearman': 0.05405665823756616, 'cosine': 0.7289938067207872}","{'spearman': 0.191478562451281, 'cosine': 0.7876997612624083}","{'spearman': 0.24054728416643886, 'cosine': 0.7361432446936949}"
10-Legal_Opinion/35,"{'spearman': 0.02987149482476904, 'cosine': 0.7964165559861724}","{'spearman': 0.16010882662991097, 'cosine': 0.7639262685806516}","{'spearman': 0.20247922203941765, 'cosine': 0.7673048160024918}"
10-Legal_Opinion/40,"{'spearman': -0.10148496707111096, 'cosine': 0.8596312111930645}","{'spearman': 0.1761155697244402, 'cosine': 0.6299094022250098}","{'spearman': -0.16376497921443603, 'cosine': 0.5999549646043011}"
10-Legal_Opinion/43,"{'spearman': 0.1151733033468435, 'cosine': 0.8655126101237904}","{'spearman': 0.1047766827353087, 'cosine': 0.8538187815879911}","{'spearman': 0.2566139469495513, 'cosine': 0.88435646744834}"
10-Legal_Opinion/49,"{'spearman': 0.16288123444133193, 'cosine': 0.8094082259739972}","{'spearman': 0.02311173343148034, 'cosine': 0.5810031023250328}","{'spearman': -0.19728064549757032, 'cosine': 0.6059011404082899}"
10-Legal_Opinion/51,"{'spearman': 0.09104392822139674, 'cosine': 0.6777589874064974}","{'spearman': 0.1175780127804387, 'cosine': 0.8117505748608828}","{'spearman': 0.23115785191053795, 'cosine': 0.7065974206558198}"
10-Legal_Opinion/52,"{'spearman': -0.06483441955781302, 'cosine': 0.8477659915755127}","{'spearman': 0.14934743453445365, 'cosine': 0.8382399639172893}","{'spearman': -0.20179255377012473, 'cosine': 0.8458649171140589}"
10-Legal_Opinion/53,"{'spearman': 0.03445727292938033, 'cosine': 0.7791940300860903}","{'spearman': 0.1551201936053266, 'cosine': 0.8016527524071081}","{'spearman': -0.052735481412120436, 'cosine': 0.7418897411060973}"
10-Legal_Opinion/54,"{'spearman': 0.10622643998979514, 'cosine': 0.7216704781563775}","{'spearman': -0.08125474008093662, 'cosine': 0.6333547563481698}","{'spearman': -0.37845200692520986, 'cosine': 0.5894630937804655}"
10-Legal_Opinion/55,"{'spearman': 0.0284550859080154, 'cosine': 0.7096964735291551}","{'spearman': 0.1825729194969907, 'cosine': 0.7968313265061562}","{'spearman': 0.23945432842499698, 'cosine': 0.738729941641933}"
10-Legal_Opinion/56,"{'spearman': 0.003575198765899492, 'cosine': 0.695086310259482}","{'spearman': 0.23309870010867312, 'cosine': 0.7855045898903192}","{'spearman': 0.1637995151916093, 'cosine': 0.6656082356803688}"
10-Legal_Opinion/57,"{'spearman': 0.19257484186366017, 'cosine': 0.8376918557127955}","{'spearman': 0.13804877717749944, 'cosine': 0.712568229999232}","{'spearman': 0.008539515850740104, 'cosine': 0.6982623823964245}"
10-Legal_Opinion/60,"{'spearman': 0.07291062049304588, 'cosine': 0.6947130583971253}","{'spearman': 0.1913430652340371, 'cosine': 0.7975925150898088}","{'spearman': 0.2718407994163203, 'cosine': 0.7553289760219719}"
10-Legal_Opinion/62,"{'spearman': 0.07962682042549175, 'cosine': 0.7484399712693036}","{'spearman': 0.1689394383274422, 'cosine': 0.8261303211875083}","{'spearman': 0.22669726913993254, 'cosine': 0.7645403417144457}"
10-Legal_Opinion/63,"{'spearman': 0.049842987868503684, 'cosine': 0.7849631348141685}","{'spearman': 0.2056949837636648, 'cosine': 0.7854129384880756}","{'spearman': -0.13435322895568036, 'cosine': 0.739519903741154}"
10-Legal_Opinion/64,"{'spearman': -0.1210921114862359, 'cosine': 0.867133342166507}","{'spearman': 0.38155011000046857, 'cosine': 0.8111830260328736}","{'spearman': -0.4396336328375234, 'cosine': 0.7280334584705849}"
10-Legal_Opinion/70,"{'spearman': -0.018649882955042097, 'cosine': 0.8600335461370212}","{'spearman': 0.23609981022597157, 'cosine': 0.765607233833017}","{'spearman': -0.11019846457599862, 'cosine': 0.7069748401113358}"
10-Legal_Opinion/71,"{'spearman': 0.032145398885818126, 'cosine': 0.7858733165279687}","{'spearman': 0.20945812332698224, 'cosine': 0.806638738551207}","{'spearman': 0.23750618667661547, 'cosine': 0.8092205793138306}"
10-Legal_Opinion/74,"{'spearman': 0.031449760660619164, 'cosine': 0.8374094877050442}","{'spearman': 0.04891955833365001, 'cosine': 0.6936337414389275}","{'spearman': -0.08402270672424784, 'cosine': 0.6371947646925159}"
10-Legal_Opinion/77,"{'spearman': 0.10336321346634973, 'cosine': 0.8310246511852702}","{'spearman': -0.14787983408690009, 'cosine': 0.745681983218097}","{'spearman': -0.357173871584505, 'cosine': 0.8150831540012963}"
10-Legal_Opinion/79,"{'spearman': 0.0470874400959934, 'cosine': 0.8772628849654966}","{'spearman': 0.15222839098725374, 'cosine': 0.8217937795195924}","{'spearman': -0.2153345319944349, 'cosine': 0.8361491219966374}"
10-Legal_Opinion/81,"{'spearman': -0.03759539405640512, 'cosine': 0.8858827078203965}","{'spearman': 0.15017966535197957, 'cosine': 0.8000009987545316}","{'spearman': -0.30388965739059975, 'cosine': 0.7994225778676923}"
10-Legal_Opinion/84,"{'spearman': 0.08523874614100047, 'cosine': 0.7782076630780977}","{'spearman': 0.14929213121734164, 'cosine': 0.700063933391141}","{'spearman': -0.1789540501348873, 'cosine': 0.7109008653480243}"
10-Legal_Opinion/85,"{'spearman': 0.09343754736680783, 'cosine': 0.6928372605448839}","{'spearman': 0.14826399336535614, 'cosine': 0.7925957283629165}","{'spearman': 0.1300395147876531, 'cosine': 0.6901841412519062}"
10-Legal_Opinion/87,"{'spearman': 0.09320216034039007, 'cosine': 0.6727015254594844}","{'spearman': 0.21042143108561973, 'cosine': 0.7805830991708155}","{'spearman': 0.232954930109497, 'cosine': 0.6768158652813734}"
10-Legal_Opinion/88,"{'spearman': 0.028373685073182917, 'cosine': 0.6094610028386281}","{'spearman': 0.16322321130998443, 'cosine': 0.7724682713868875}","{'spearman': 0.3091788370166939, 'cosine': 0.6861883425426331}"
10-Legal_Opinion/91,"{'spearman': 0.344167121105942, 'cosine': 0.7696389216841971}","{'spearman': 0.19758021909351997, 'cosine': 0.7752323013674022}","{'spearman': -0.08716494235326026, 'cosine': 0.648769642275836}"
10-Legal_Opinion/93,"{'spearman': 0.04881453611034787, 'cosine': 0.6463450528183207}","{'spearman': 0.1300454011919025, 'cosine': 0.8319524485640631}","{'spearman': 0.21693108619432433, 'cosine': 0.6757233772287382}"
10-Legal_Opinion/97,"{'spearman': -0.11267624022948027, 'cosine': 0.6506423084311738}","{'spearman': 0.4171390233725576, 'cosine': 0.6361388658002901}","{'spearman': -0.24863238499111967, 'cosine': 0.4165885555506366}"
11-Financial_Advice/0,"{'spearman': 0.07299151574051323, 'cosine': 0.8665312086965797}","{'spearman': 0.1260500224049908, 'cosine': 0.7560717580601413}","{'spearman': -0.11076760391442364, 'cosine': 0.7564870372408244}"
11-Financial_Advice/10,"{'spearman': -0.000959089143282132, 'cosine': 0.8542698219879354}","{'spearman': 0.18664667392075182, 'cosine': 0.7411842441348171}","{'spearman': -0.24447158029430568, 'cosine': 0.7819953282751565}"
11-Financial_Advice/102,"{'spearman': 0.029953742752622747, 'cosine': 0.7513254261187521}","{'spearman': 0.1465411536756628, 'cosine': 0.828824012455661}","{'spearman': 0.1319486360884626, 'cosine': 0.763398888896596}"
11-Financial_Advice/103,"{'spearman': -0.0017903260071898714, 'cosine': 0.6989858940225172}","{'spearman': 0.15411054992050136, 'cosine': 0.8178728991887773}","{'spearman': 0.1888395914364322, 'cosine': 0.7317499129051849}"
11-Financial_Advice/106,"{'spearman': 0.0032930313684861553, 'cosine': 0.8493115455797104}","{'spearman': 0.034981988344701315, 'cosine': 0.7292645203541324}","{'spearman': -0.17593421686410524, 'cosine': 0.7254481550514171}"
11-Financial_Advice/113,"{'spearman': 0.09671445632135056, 'cosine': 0.8026805720961385}","{'spearman': 0.10917183695126521, 'cosine': 0.8155973942306527}","{'spearman': 0.21047646251303276, 'cosine': 0.8159042710129916}"
11-Financial_Advice/115,"{'spearman': 0.030925428393226206, 'cosine': 0.8465843708249363}","{'spearman': 0.11870647427638095, 'cosine': 0.7500573043941683}","{'spearman': -0.17997664289013074, 'cosine': 0.742058615446785}"
11-Financial_Advice/118,"{'spearman': 0.08106131240479358, 'cosine': 0.7846128960212302}","{'spearman': 0.4227152662385078, 'cosine': 0.651798045091323}","{'spearman': 0.08360245366528456, 'cosine': 0.5853000975906014}"
11-Financial_Advice/123,"{'spearman': 0.10625394912500694, 'cosine': 0.6862972442410126}","{'spearman': 0.24215670012505464, 'cosine': 0.7779011347902061}","{'spearman': 0.2880199409357882, 'cosine': 0.6819310370585259}"
11-Financial_Advice/125,"{'spearman': 0.09716350202877418, 'cosine': 0.8178234733525}","{'spearman': 0.15132357921809303, 'cosine': 0.6347433253835569}","{'spearman': -0.1845636566967109, 'cosine': 0.6772893103666293}"
11-Financial_Advice/129,"{'spearman': 0.06560785094328016, 'cosine': 0.8169514445113886}","{'spearman': 0.1735793941260311, 'cosine': 0.7940390955892225}","{'spearman': 0.19559436254202534, 'cosine': 0.812034083703614}"
11-Financial_Advice/13,"{'spearman': -0.006566319679712658, 'cosine': 0.800142040148033}","{'spearman': 0.2658535867707946, 'cosine': 0.6916553908797077}","{'spearman': -0.2976040124257606, 'cosine': 0.7169406124223076}"
11-Financial_Advice/133,"{'spearman': 0.07888316968145896, 'cosine': 0.6706079027855951}","{'spearman': 0.10502430869637024, 'cosine': 0.8111981382483163}","{'spearman': 0.2753335806374684, 'cosine': 0.7020871042678941}"
11-Financial_Advice/137,"{'spearman': 0.03848589538375265, 'cosine': 0.6643684470698374}","{'spearman': 0.15646038018921699, 'cosine': 0.7624143727623734}","{'spearman': 0.1887520619655638, 'cosine': 0.6939441195955613}"
11-Financial_Advice/139,"{'spearman': 0.01740131368111387, 'cosine': 0.6672523106056548}","{'spearman': 0.25569609830623913, 'cosine': 0.7669890972308153}","{'spearman': 0.14092081604170903, 'cosine': 0.6643116094220172}"
11-Financial_Advice/146,"{'spearman': -0.002967156887279899, 'cosine': 0.8174612182101478}","{'spearman': 0.009989432338204294, 'cosine': 0.6702806074260842}","{'spearman': -0.4071004516687139, 'cosine': 0.6962312068683373}"
11-Financial_Advice/148,"{'spearman': 0.05041329564855071, 'cosine': 0.8320610724916642}","{'spearman': 0.11080600729177732, 'cosine': 0.6359692166050427}","{'spearman': -0.24217928902693264, 'cosine': 0.5968427342568189}"
11-Financial_Advice/149,"{'spearman': 0.025590957037318667, 'cosine': 0.8114744044258465}","{'spearman': 0.040704590315652524, 'cosine': 0.7153014024123004}","{'spearman': -0.10208246862838362, 'cosine': 0.6962295508837033}"
11-Financial_Advice/151,"{'spearman': 0.027809613542728644, 'cosine': 0.8344531497637929}","{'spearman': 0.22929959013233697, 'cosine': 0.7427468085843765}","{'spearman': 0.08683810756294263, 'cosine': 0.7950746940299643}"
11-Financial_Advice/155,"{'spearman': -0.062351138344831046, 'cosine': 0.8040900232738427}","{'spearman': 0.40168352718646755, 'cosine': 0.7623539665003679}","{'spearman': -0.2699804483043709, 'cosine': 0.6322901947059841}"
11-Financial_Advice/16,"{'spearman': 0.024824926811813402, 'cosine': 0.6609185408627956}","{'spearman': 0.1904865183115968, 'cosine': 0.8126256879774403}","{'spearman': 0.2808397472649476, 'cosine': 0.6893352288086313}"
11-Financial_Advice/19,"{'spearman': -0.003241572057535914, 'cosine': 0.7026805934201706}","{'spearman': 0.1712362310784641, 'cosine': 0.7645427721936796}","{'spearman': 0.15855674792988192, 'cosine': 0.6864787549743346}"
11-Financial_Advice/30,"{'spearman': 0.14384048179110184, 'cosine': 0.8691112482117516}","{'spearman': 0.06026462133996457, 'cosine': 0.7648503927247607}","{'spearman': -0.07686363088224564, 'cosine': 0.790945630301731}"
11-Financial_Advice/33,"{'spearman': 0.1945980411661458, 'cosine': 0.8019512118359233}","{'spearman': -0.07205129303325516, 'cosine': 0.7376966460954114}","{'spearman': -0.2143821032919108, 'cosine': 0.7480154824142123}"
11-Financial_Advice/36,"{'spearman': 0.015384590689448282, 'cosine': 0.8248851043885777}","{'spearman': 0.2174482984516655, 'cosine': 0.763608379267439}","{'spearman': -0.11787222409421531, 'cosine': 0.6931899007605339}"
11-Financial_Advice/38,"{'spearman': 0.07457319707822424, 'cosine': 0.814238186233241}","{'spearman': 0.0276779101681861, 'cosine': 0.6991384558036665}","{'spearman': -0.3905733873268249, 'cosine': 0.6461188440617972}"
11-Financial_Advice/39,"{'spearman': 0.04679103579831495, 'cosine': 0.8231989895451115}","{'spearman': 0.37159551024303533, 'cosine': 0.846306357703685}","{'spearman': -0.11718692601148865, 'cosine': 0.740218253609729}"
11-Financial_Advice/46,"{'spearman': -0.04205772137061001, 'cosine': 0.8464113912785921}","{'spearman': 0.07312240979331039, 'cosine': 0.7628676353838508}","{'spearman': -0.2234483685923555, 'cosine': 0.7661564695803932}"
11-Financial_Advice/52,"{'spearman': 0.03954733216561731, 'cosine': 0.6954030163364934}","{'spearman': 0.24446848524064274, 'cosine': 0.7961923355541684}","{'spearman': 0.21667662425433207, 'cosine': 0.6905958383621397}"
11-Financial_Advice/62,"{'spearman': 0.08793945834541138, 'cosine': 0.6531580769546086}","{'spearman': 0.22614555615563717, 'cosine': 0.8089718468476678}","{'spearman': 0.2602450931063626, 'cosine': 0.6902010642573073}"
11-Financial_Advice/64,"{'spearman': 0.06072521197968211, 'cosine': 0.8566547825517173}","{'spearman': 0.23909426291754302, 'cosine': 0.6700556072122997}","{'spearman': -0.024135470322429395, 'cosine': 0.6166415349353931}"
11-Financial_Advice/66,"{'spearman': 0.09511491125575679, 'cosine': 0.8802561552295148}","{'spearman': 0.06235552447160225, 'cosine': 0.675311534633811}","{'spearman': -0.20701851842455116, 'cosine': 0.6958836517775149}"
11-Financial_Advice/69,"{'spearman': 0.09126195272552061, 'cosine': 0.8552127941067513}","{'spearman': 0.397709365455566, 'cosine': 0.6940868751224736}","{'spearman': -0.14581310205366094, 'cosine': 0.607123799886769}"
11-Financial_Advice/70,"{'spearman': 0.07998192032067102, 'cosine': 0.8424836614657746}","{'spearman': 0.20724049391728178, 'cosine': 0.8119286319956673}","{'spearman': -0.17105172939662247, 'cosine': 0.7524072490129311}"
11-Financial_Advice/72,"{'spearman': 0.025724097363748824, 'cosine': 0.6649919635278319}","{'spearman': 0.20066954131916442, 'cosine': 0.7868006592841453}","{'spearman': 0.12389211813060533, 'cosine': 0.7001785326195177}"
11-Financial_Advice/73,"{'spearman': 0.013226868608409059, 'cosine': 0.7871695811577977}","{'spearman': -0.044959649271743805, 'cosine': 0.7497434820406841}","{'spearman': -0.1318426860292974, 'cosine': 0.819236944593915}"
11-Financial_Advice/74,"{'spearman': 0.06643868104769507, 'cosine': 0.697613930075931}","{'spearman': 0.17177248480551688, 'cosine': 0.7746152537359348}","{'spearman': 0.2704874796251599, 'cosine': 0.6854631096843372}"
11-Financial_Advice/78,"{'spearman': 0.13012861569810774, 'cosine': 0.8037518968848771}","{'spearman': -0.027147586859858176, 'cosine': 0.6508399492670954}","{'spearman': -0.12599589010415976, 'cosine': 0.7030427513527382}"
11-Financial_Advice/81,"{'spearman': 0.036480994992731365, 'cosine': 0.616311111797295}","{'spearman': 0.13074452589257768, 'cosine': 0.8139725280365017}","{'spearman': 0.22988173558010827, 'cosine': 0.6550735897398678}"
11-Financial_Advice/85,"{'spearman': 0.006475840584450718, 'cosine': 0.6983132197325929}","{'spearman': 0.22108884411096752, 'cosine': 0.8077575806084638}","{'spearman': 0.22512493549066834, 'cosine': 0.7261841941429629}"
11-Financial_Advice/86,"{'spearman': 0.04014671913915217, 'cosine': 0.7776287427896923}","{'spearman': 0.24961194373801637, 'cosine': 0.6537962545151059}","{'spearman': -0.070147866625268, 'cosine': 0.6948677938964779}"
11-Financial_Advice/87,"{'spearman': 0.043419904533447996, 'cosine': 0.8309204220252789}","{'spearman': 0.11967078493432227, 'cosine': 0.7012623823762466}","{'spearman': 0.06497405515119671, 'cosine': 0.6672865518474305}"
11-Financial_Advice/91,"{'spearman': 0.09145584665854145, 'cosine': 0.6540477081266982}","{'spearman': 0.12139915132644552, 'cosine': 0.7753270570097611}","{'spearman': 0.2152513289088353, 'cosine': 0.7059074348286996}"
11-Financial_Advice/93,"{'spearman': 0.09720979872848924, 'cosine': 0.8570269394180046}","{'spearman': 0.02686693212626227, 'cosine': 0.7601291190391708}","{'spearman': -0.3115355936736831, 'cosine': 0.7446542029823556}"
11-Financial_Advice/95,"{'spearman': 0.04967347801565985, 'cosine': 0.7475412344849844}","{'spearman': 0.15024559285270295, 'cosine': 0.7920869477506554}","{'spearman': 0.15081846180421524, 'cosine': 0.7829545185885688}"
12-Health_Consultation/0,"{'spearman': -0.024119458746248976, 'cosine': 0.788950927317909}","{'spearman': 0.2262741099477836, 'cosine': 0.7569444381712389}","{'spearman': -0.20738584712883396, 'cosine': 0.6261626841229906}"
12-Health_Consultation/10,"{'spearman': 0.11270983560565467, 'cosine': 0.695074129148364}","{'spearman': 0.06227250193087676, 'cosine': 0.8252505154495045}","{'spearman': 0.3411263717755985, 'cosine': 0.7427861010387606}"
12-Health_Consultation/103,"{'spearman': 0.06873484454882589, 'cosine': 0.8195922379594162}","{'spearman': 0.10541605409387164, 'cosine': 0.7020393403387093}","{'spearman': -0.26509349588029807, 'cosine': 0.6324211670015233}"
12-Health_Consultation/105,"{'spearman': 0.07974467855483804, 'cosine': 0.7227755543528679}","{'spearman': 0.1762197000816887, 'cosine': 0.7827280322852965}","{'spearman': 0.21710211423186887, 'cosine': 0.7263630460756035}"
12-Health_Consultation/108,"{'spearman': -0.05785632073567211, 'cosine': 0.8455245928290975}","{'spearman': 0.18204867803964253, 'cosine': 0.645509283583394}","{'spearman': -0.3812709279052406, 'cosine': 0.6431680955445687}"
12-Health_Consultation/11,"{'spearman': 0.0727107666978433, 'cosine': 0.643431546052164}","{'spearman': 0.17044202398445668, 'cosine': 0.7604426783215058}","{'spearman': 0.11390887390363429, 'cosine': 0.6275648030829029}"
12-Health_Consultation/14,"{'spearman': 0.06382534004940249, 'cosine': 0.7485036131386834}","{'spearman': 0.17990725917974443, 'cosine': 0.7948847892910739}","{'spearman': 0.151910190486554, 'cosine': 0.764406841319243}"
12-Health_Consultation/15,"{'spearman': -0.025640483025044604, 'cosine': 0.6877747490867369}","{'spearman': 0.03191519577560691, 'cosine': 0.7101582857196769}","{'spearman': -0.14107707509148007, 'cosine': 0.6555942074446238}"
12-Health_Consultation/19,"{'spearman': 0.08797440593271562, 'cosine': 0.7399738483046102}","{'spearman': 0.19688446835177392, 'cosine': 0.8106744358391381}","{'spearman': 0.28934014152203325, 'cosine': 0.768256316496833}"
12-Health_Consultation/21,"{'spearman': 0.10768152513145343, 'cosine': 0.8662133639665547}","{'spearman': 0.1719502141635242, 'cosine': 0.8388888859195704}","{'spearman': -0.17278825204901882, 'cosine': 0.8152465242721902}"
12-Health_Consultation/22,"{'spearman': 0.11250287155727919, 'cosine': 0.6888533285811826}","{'spearman': 0.12134463215833664, 'cosine': 0.8251412990694112}","{'spearman': 0.24958724217766487, 'cosine': 0.710330005675447}"
12-Health_Consultation/23,"{'spearman': 0.0997662672239679, 'cosine': 0.7263174368009859}","{'spearman': 0.042710381562941206, 'cosine': 0.8067043000005304}","{'spearman': 0.29545035331543146, 'cosine': 0.7547807834657334}"
12-Health_Consultation/33,"{'spearman': 0.10500166242731274, 'cosine': 0.8730213800189806}","{'spearman': 0.13762814502092144, 'cosine': 0.6839393559745424}","{'spearman': -0.07269242520612583, 'cosine': 0.6854323216169083}"
12-Health_Consultation/34,"{'spearman': 0.013245287252118002, 'cosine': 0.7001765174092704}","{'spearman': 0.1655862496408513, 'cosine': 0.6366953557206028}","{'spearman': -0.2590806144607687, 'cosine': 0.5088122894389495}"
12-Health_Consultation/38,"{'spearman': 0.06420974228310138, 'cosine': 0.7280620317891544}","{'spearman': 0.16048377909639863, 'cosine': 0.802287640494203}","{'spearman': 0.2780221151837287, 'cosine': 0.7861431734283489}"
